GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Complex Name,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Owners,GEM Entity ID,Owners (Non-ENG),Parent Company,GEM Entity ID,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,"Coal Output (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Percentage of Met Coal,Percentage of Thermal Coal,Accuracy Rating,Reported Year of Percentage Split,"Total Reserves (Proven and Probable, Mt)",Year of Total Reserves Recorded,"Total Resource (Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Opening Year,Closing Year,Reported Life of Mine,Reported Year of Mine Life,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Gas-level Rating,Gas-level Rating Appraisal Year,Reported Coal Mine Methane Emissions (thousand tonnes per year),Year of Reported Coal Mine Methane Emissions,Source ID,Has associated plume data,Has associated CMM mitigation data,GEM Coal Mine Methane Emissions Estimate (MCM/yr),GEM Coal Mine Methane Emissions Estimate (M tonnes/yr),Methane Gas Content (m^3/tonne) (Updated),Methane Emissions Factor (Updated),CMM Emissions (CO2e 20 years),CMM Emissions (CO2e 100 years),ISO Code
M2990,,India,Semaria Coal Mine,,,,https://www.gem.wiki/Semaria_Coal_Mine,,Shelved,Permitted,New,,Northern Coalfields Ltd [100%],E100001000802 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.7,*,,,Surface,Open Pit,4.258,50,Estimate,,,Subbituminous,Thermal,,,,,14,,-,16,TBD,,11,,,Singrouli,Singrauli,Madhya Pradesh,Southern Asia,Asia,24.19832,82.64697,Approximate,,,,,,,,,,,2,0.00,0.8,1.5,0.1,0,356
M2991,,India,Gandhigram Coal Mine,,,,https://www.gem.wiki/Gandhigram_Coal_Mine,,Proposed,Permitted,New,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.2,*,,,Underground,,7.34,300,Estimate,,,Subbituminous,Thermal,,,,,-,,81,-,TBD,,-,,,Ghoradongri,Betul,Madhya Pradesh,Southern Asia,Asia,22.13031,78.15266,Approximate,,,,,,,,,,,6.3,0.00,3.3,1.6,0.4,0.1,356
M2992,,India,Dhankasa Coal Mine,,,,https://www.gem.wiki/Dhankasa_Coal_Mine,,Proposed,Pre-Permit,New,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.9,*,,,Underground,,5.8,300,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,2027,,20,,Pench-Kanhan Valley,,Chhindwara,Madhya Pradesh,Southern Asia,Asia,22.29417,78.98444,Exact,,,,,,,,,,,4.8,0.00,3.3,1.6,0.3,0.1,356
M2993,,India,Durgapur II Coal Mine,,,,https://www.gem.wiki/Durgapur_II_Taraimar_coal_mine,,Proposed,Pre-Permit,New,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,3,*,,,Underground & Surface,Mixed,-,60,Estimate,,,Subbituminous,Thermal,,,,,70,,97,49,TBD,,-,,,,Raigarh,Chhattisgarh,Southern Asia,Asia,22.43333,83.14111,Exact,,,,,,,,,,,4.1,0.00,0.9,1.5,0.2,0.1,356
M2994,,India,Porda Chimtapani Coal Mine,,,,https://www.gem.wiki/Porda_Chimtapani_Coal_Mine,,Proposed,Pre-Permit,New,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,6,*,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,2029,,-,,,,,Chhattisgarh,Southern Asia,Asia,20.63995,82.2052,Approximate,,,,,,,,,,,7.2,0.01,0.8,1.5,0.4,0.1,356
M2995,,India,Pichri Coal Mine,,,,https://www.gem.wiki/Pichri_coal_mine,,Proposed,Pre-Permit,New,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.2,*,,,Surface,,1.85,50,Estimate,,,Subbituminous,Thermal,,,,,2,,55,-,TBD,,-,,,Bokaro,,Jharkhand,Southern Asia,Asia,24.08015,85.27373,Exact,,,,,,,,,,,1.4,0.00,0.8,1.5,0.1,0,356
M3010,,India,Orient Mine 1 & 2,,,,https://www.gem.wiki/Orient_Mine_1_%26_2,,Operating,,,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.247,2023,,Underground,,-,300,Estimate,558,Estimate,Lignite,Thermal,,,,,66,2023,-,267,,,-,,,,Jharsuguda,Odisha,Southern Asia,Asia,21.83382,83.91905,Exact,,,,,,,,,,,1.3,0.00,3.3,1.6,0.1,0,356
M3013,,India,Surakachhar Coal Mine,"include SRK Main, SRK 3&4",,,https://www.gem.wiki/Surakachhar_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.456,0.06,2022,,Underground,Bord and Pillar,10.46,300,Estimate,231,Estimate,Subbituminous,Thermal,,,,,4,2023,14,67,1964,,12,2023,Korba,,Korba,Chhattisgarh,Southern Asia,Asia,22.36784,82.63224,Exact,Coal Plant,Chandrapur Thermal Power Station,https://www.gem.wiki/Chandrapur_Thermal_Power_Station,,,,,,,,0.3,0.00,3.3,1.6,0,0,356
M3014,,India,Amalgated Gaslitand Katars Chaitudih Coal Mine,"AGKCC, Katras Area, Cluster 4",,,https://www.gem.wiki/Amalgated_Gaslitand_Katars_Chaitudih_Coal_Mine,,Mothballed,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,*,*,,,Surface,Open Pit,3.72,60,Estimate,460,Estimate,Bituminous,Met,,,,,209,2023,,,,,-,,,,Dhanbad,Jharkhand,Southern Asia,Asia,23.80984,86.29179,Exact,,,,,,,,,,,-,-,3.5,1.5,-,-,356
M3015,,India,Kistaram Coal Mine,KGM Area,,,https://www.gem.wiki/Kistaram_coal_mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,1.8,2.4,2023,,Surface,Open Pit,4.35,75,Exact,582,Estimate,Subbituminous,Thermal,,,,,15,2023,24,6,2019,,-,,Godavari Valley,,Bhadradri Kothagudem,Telangana,Southern Asia,Asia,17.20758,80.80185,Exact,,,,,,,,,,,4,0.00,1.1,1.5,0.2,0.1,356
M3233,,India,Deocha-Pachami-Dewanganj-Harinsingha,,,,https://www.gem.wiki/Deocha-Pachami-Dewanganj-Harinsingha_coal_mine,,Proposed,Pre-Permit,New,,West Bengal Power Development Corp Ltd [100%],E100001000512 [100%],,The West Bengal Power Development Corporation Ltd [100.0%],E100001000512 [100.0%],India,*,*,,,Surface,,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,2102,-,TBD,,-,,Birbhum,Deucha,Birbhum,West Bengal,Southern Asia,Asia,24.05916,87.59965,Exact,,,,,,,,,,,-,-,0.8,1.5,-,-,356
M3847,,India,Amelia Coal Mine,,,,https://www.gem.wiki/Amelia_coal_mine,,Operating,,New,,THDC India Ltd [100%],E100000121384 [100%],,NTPC Ltd [74.5%]; State of Uttar Pradesh [25.5%],E100000001926 [74.5%]; E100001000486 [25.5%],India,4,1.25,2023,,Surface,Open Pit,11.8,50,Estimate,537,Estimate,Subbituminous,Thermal,,,,,139,2023,162,111,2023,,28,,Singrauli,,Singrauli,Madhya Pradesh,Southern Asia,Asia,24.07245,82.41401,Approximate,,,,,,,,,,,1.5,0.00,0.8,1.5,0.1,0,356
M3850,,India,Arjuni (Eastern) Coal Mine,2023 Tranche,,,https://www.gem.wiki/Arjuni_(Eastern)_Coal_Mine,,Proposed,Pre-Permit,New,,UltraTech Cement Ltd [100%],E100000000531 [100%],,UltraTech Cement Ltd [100.0%],E100000000531 [100.0%],India,1.2,*,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,106,131,TBD,,-,,Sohagpur,Arjuni,Umaria,Madhya Pradesh,Southern Asia,Asia,23.34343,81.25948,Approximate,,,,,,,,,,,1.4,0.00,0.8,1.5,0.1,0,356
M3851,,India,Arjuni (Western) Coal Mine,2023 Tranche,,,https://www.gem.wiki/Arjuni_(Western)_Coal_Mine,,Proposed,Exploration,New,,Ganga Khanij Pvt Ltd [100%],E100000131619 [100%],,Ganga Khanij Pvt Ltd [100.0%],E100000131619 [100.0%],India,*,*,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,110,-,TBD,,-,,Sohagpur,Arjuni,Umaria,Madhya Pradesh,Southern Asia,Asia,23.3456,81.23573,Approximate,,,,,,,,,,,-,-,0.8,1.5,-,-,356
M3852,,India,Badam Coal Mine,,,,https://www.gem.wiki/Badam_coal_mine,,Proposed,Construction,New,,NTPC Ltd [100%],E100000001926 [100%],,NTPC Ltd [100.0%],E100000001926 [100.0%],India,2.5,*,,,Surface,,4.91,50,Estimate,,,Subbituminous,Thermal,,,,,91,,-,151,2026,,-,,,Phulang,Hazaribagh,Jharkhand,Southern Asia,Asia,23.80833,85.28611,Approximate,,,,,,,,,,,3,0.00,0.8,1.5,0.2,0.1,356
M3853,,India,Baitarni West Coal Mine,2023 Tranche,,,https://www.gem.wiki/Baitarni_West_Coal_Mine,,Proposed,Construction,New,,Gujarat Mineral Development Co Ltd [100%],E100001000669 [100%],,Gujarat Mineral Development Co Ltd [100.0%],E100001000669 [100.0%],India,*,*,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,1097,-,TBD,,-,,Talcher,Chhendipada,Angul,Odisha,Southern Asia,Asia,21.02778,84.83306,Approximate,,,,,,,,,,,-,-,0.8,1.5,-,-,356
M3854,,India,Bajora North Coal Mine,,,,https://www.gem.wiki/Barjora_North_coal_mine,,Operating,,,,West Bengal Power Development Corp Ltd [100%],E100001000512 [100%],,The West Bengal Power Development Corporation Ltd [100.0%],E100001000512 [100.0%],India,2.2,1.12,2023,,Surface,Open Pit,2.6,50,Estimate,464,Estimate,Subbituminous,Thermal,,,,,66,,-,59,2021,,-,,,Baguli,Bankura,West Bengal,Southern Asia,Asia,23.45338,87.23919,Exact,,,,,,,,,,,1.3,0.00,0.8,1.5,0.1,0,356
M3855,,India,Banai & Bhalumuda Coal Mine,2023 Tranche,,,https://www.gem.wiki/Banai_%26_Bhalumuda_Coal_Mine,,Cancelled,Exploration,New,,JSW Steel Ltd [100%],E100001000516 [100%],,JSW Steel Ltd [100.0%],E100001000516 [100.0%],India,7,*,,,Underground,,-,300,Estimate,,,Subbituminous,Thermal,,,,,-,,1376,-,TBD,,-,,Mand-Raigarh,Banai,Raigarh,Chhattisgarh,Southern Asia,Asia,21.02778,84.83306,Exact,,,,,,,,,,,37,0.03,3.3,1.6,2,0.7,356
M3856,,India,Bandha North Mine,Coal Auction 2022 (15 Tranche),,,https://www.gem.wiki/Bandha_North_Mine,,Proposed,Exploration,New,,Jaiprakash Power Ventures Ltd [100%],E100001000611 [100%],,Jaiprakash Power Ventures Ltd [100.0%],E100001000611 [100.0%],India,4,*,,,Surface,Open Pit,18.5,230,Exact,,,Subbituminous,Thermal,,,,,150,,560,,TBD,,45,,Singrauli,Deosar,Singrauli,Madhya Pradesh,Southern Asia,Asia,24.11326,82.41607,Approximate,,,,,,,,,,,16.8,0.01,2.8,1.5,0.9,0.3,356
M3857,,India,Banhardih Coal Mine,,,,https://www.gem.wiki/Banhardih_coal_mine,,Proposed,Pre-Permit,New,,Patratu Vidyut Utpadan Nigam Ltd [100%],E100000121104 [100%],,NTPC Ltd [74.0%]; Jharkhand Bijli Vitran Nigam Ltd [26.0%],E100000001926 [74.0%]; E100001000467 [26.0%],India,7,*,,,Surface,,14.67,50,Estimate,1306,Exact,Lignite,Thermal,,,,,1372,,-,176,,,30,,Aurangar,Chandwa,Latehar,Jharkhand,Southern Asia,Asia,23.72308,84.57641,Approximate,,,,,,,,,,,8.4,0.01,0.8,1.5,0.5,0.2,356
M3858,,India,Basantpur Mine,Coal Auction 2022 (15 Tranche),,,https://www.gem.wiki/Basantpur_Mine,,Proposed,Announced,New,,Gangaramchak Mining Pvt Ltd [100%],E100000131620 [100%],,Gangaramchak Mining Pvt Ltd [100.0%],E100000131620 [100.0%],India,*,*,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,TBD,,-,,West Bakaro,Mandu,Ramgarh,Jharkhand,Southern Asia,Asia,23.81744,85.54611,Approximate,,,,,,,,,,,-,-,0.8,1.5,-,-,356
M3861,,India,Binja Coal Mine,2023 Tranche,,,https://www.gem.wiki/Binja_Coal_Mine,,Proposed,Exploration,New,,Assam Mineral Development [100%],E100000131289 [100%],,Assam Mineral Development Corp Ltd [100.0%],E100000131289 [100.0%],India,*,*,,,Underground,Bord and Pillar,-,500,Exact,,,Subbituminous,Thermal,,,,,-,,50,-,TBD,,-,,South Karanpura,Binja,Ramgarh,Jharkhand,Southern Asia,Asia,23.65525,85.21787,Approximate,,,,,,,,,,,-,-,4.5,1.6,-,-,356
M3862,,India,Burapahar Coal Mine,2023 Tranche,,,https://www.gem.wiki/Burapahar_Coal_Mine,,Proposed,Pre-Permit,New,,Gujarat Mineral Development Co Ltd [100%],E100001000669 [100%],,Gujarat Mineral Development Co Ltd [100.0%],E100001000669 [100.0%],India,8,*,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,547,-,TBD,,-,,Ib Valley,Jharpalam,Sundargarh,Odisha,Southern Asia,Asia,22.06111,83.58111,Approximate,,,,,,,,,,,9.6,0.01,0.8,1.5,0.5,0.2,356
M3863,,India,Chatti-Bariatu Coal Mine,Chhattibariatu,,,https://www.gem.wiki/Chatti-Bariatu_coal_mine,,Operating,,,,NTPC Ltd [100%],E100000001926 [100%],,NTPC Ltd [100.0%],E100000001926 [100.0%],India,4.8,3.31,2023,,Surface,Open Pit,6.46,50,Estimate,837,Estimate,Subbituminous,Thermal,,,,,-,,-,-,2022,,-,,,,,Jharkhand,Southern Asia,Asia,24,85.36,Approximate,,,,,,,,,,,4,0.00,0.8,1.5,0.2,0.1,356
M3864,,India,Dahegaon Gowari Coal Mine,2023 Tranche,,,https://www.gem.wiki/Dahegaon_Gowari_Coal_Mine,,Proposed,Pre-Permit,New,,Ambuja Cements Ltd [100%],E100001000639 [100%],,Ambuja Cements Ltd [100.0%],E100001000639 [100.0%],India,0.5,*,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,163,-,TBD,,-,,Kamptee,Tondakhairi,Nagpur,Maharashtra,Southern Asia,Asia,21.19085,78.92165,Exact,,,,,,,,,,,0.6,0.00,0.8,1.5,0,0,356
M3865,,India,Dahegoan - Makardhoka IV Coal Mine,Coal Auction 2022 (15 Tranche),,,https://www.gem.wiki/Dahegaon_Makardhokra_Mine,,Proposed,Exploration,New,,Avassa Ferro Alloys Pvt Ltd [100%],E100000131302 [100%],,Avassa Ferro Alloys Pvt Ltd [100.0%],E100000131302 [100.0%],India,1.2,*,,,Underground,,-,300,Estimate,,,Subbituminous,Thermal,,,,,49,,132,16,TBD,,-,,Umrer,Umrer,Nagpur,Maharashtra,Southern Asia,Asia,20.89441,79.25333,Approximate,,,,,,,,,,,6.3,0.00,3.3,1.6,0.4,0.1,356
M3866,,India,Datima Coal Mine,2023 Tranche,,,https://www.gem.wiki/Datima_coal_mine,,Proposed,Permitted,New,,Shree Cement Ltd [100%],E100000121281 [100%],,Shree Cement Ltd [100.0%],E100000121281 [100.0%],India,0.36,*,,,Surface,,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,13,-,TBD,,-,,Bisharampur,,Surajpur,Madhya Pradesh,Southern Asia,Asia,23.22949,82.96118,Approximate,,,,,,,,,,,0.4,0.00,0.8,1.5,0,0,356
M3869,,India,Dongeri Tal II Coal Mine,"2023 Tranche, Dongri Tal – II",,,https://www.gem.wiki/Dongeri_Tal_II_Coal_Mine,,Cancelled,Exploration,New,,Mahavir Coal Resources Private [100%],E100000131868 [100%],,Mahavir Coal Resources Pvt Ltd [100.0%],E100000131868 [100.0%],India,2.1,*,,,Surface,Open Pit,13.92,50,Estimate,,,Subbituminous,Thermal,,,,,16,,158,18,TBD,,-,,Singrauli,,Singrauli,Madhya Pradesh,Southern Asia,Asia,24.27841,82.44671,Approximate,,,,,,,,,,,2.5,0.00,0.8,1.5,0.1,0.1,356
M3870,,India,Gare Palma II Coal Mine,Gare Palma Sector II,,,https://www.gem.wiki/Gare_Palma_II_coal_mine,,Proposed,Construction,New,,Maharashtra State Power Generation Co Ltd [100%],E100000001923 [100%],,MSEB Holding Co Ltd [100.0%],E100001011211 [100.0%],India,9,*,,,Surface,Open Pit,25.88,50,Estimate,,,Subbituminous,Thermal,,,,,1059,2023,-,2648,,,34,,Mand Raigarh,,Raigarh,Chhattisgarh,Southern Asia,Asia,22.11866,83.53358,Approximate,,,,,,,,,,,10.8,0.01,0.8,1.5,0.6,0.2,356
M3872,,India,Ghogharpalli & Its Dip Extension Block Summary,Coal Auction 2022 (15 Tranche),,,https://www.gem.wiki/Ghogharpalli_%26_Its_Dip_Coal_Mine,,Proposed,Pre-Permit,New,,Vedanta Ltd [100%],E100001000479 [100%],,Vedanta Ltd [100.0%],E100001000479 [100.0%],India,8.6,*,,,Underground & Surface,,-,60,Estimate,,,Subbituminous,Thermal,,,,,1288,,-,2576,TBD,,-,,Ib Valley,Sundargarh,Sundargarh,Odisha,Southern Asia,Asia,22.05188,83.66192,Approximate,,,,,,,,,,,11.6,0.01,0.9,1.5,0.6,0.2,356
M3873,,India,Gondbahera Ujheni Coal Mine,2023 Tranche,,,https://www.gem.wiki/Gondbahera_Ujheni_Coal_Mine,,Proposed,Permitted,New,,MP Natural Resources Private Forward Ltd [100%],E100000131856 [100%],,Adani Enterprises Ltd,E100001000761,India,3,*,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,673,-,TBD,,-,,Singrauli,,Singrauli,Madhya Pradesh,Southern Asia,Asia,24.14178,82.37371,Exact,,,,,,,,,,,3.6,0.00,0.8,1.5,0.2,0.1,356
M3875,,India,Kalambi Kalmeshwar Western Part Coal Mine,2023 Tranche,,,https://www.gem.wiki/Kalambi_Kalmeshwar_Western_Part_coal_mine,,Proposed,Exploration,New,,Samlok Industries Private Limted [100%],E100000132166 [100%],,Samlok Industries Pvt Ltd [100.0%],E100000132166 [100.0%],India,*,*,,,Underground,Bord and Pillar,7.06,300,Estimate,,,Subbituminous,Thermal,,,,,-,,98,-,TBD,,-,,Katol Basin,Kalambi,Nagpur,Maharashtra,Southern Asia,Asia,21.17664,78.89378,Approximate,,,,,,,,,,,-,-,3.3,1.6,-,-,356
M3876,,India,Kartali East Coal Mine,Kartali OC,,,https://www.gem.wiki/Kartali_East_coal_mine,,Proposed,Pre-Permit,New,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,2,*,,,Surface,,7.22,50,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,2025,,-,,Korba,,Korba,Chhattisgarh,Southern Asia,Asia,22.30054,82.95652,Approximate,,,,,,,,,,,2.4,0.00,0.8,1.5,0.1,0,356
M3877,,India,Kerendari Coal Mine,"Kerendari A, Kerandari",,,https://www.gem.wiki/Kerendari_coal_mine,,Operating,,New,,NTPC Ltd [100%],E100000001926 [100%],,NTPC Ltd [100.0%],E100000001926 [100.0%],India,4.5,*,,,Surface,,11.73,50,Estimate,951,Estimate,Subbituminous,Thermal,,,,,284,,-,227,2024,,-,,North Karanpura,Keredari,Hazaribagh,Jharkhand,Southern Asia,Asia,23.9125,85.0875,Approximate,,,,,,,,,,,5.4,0.00,0.8,1.5,0.3,0.1,356
M3880,,India,Khagra Joydev Coal Mine,2023 Tranche,,,https://www.gem.wiki/Khagra_Joydev_Coal_Mine,,Operating,,New,,Orissa Metallurgical Industry Pvt Ltd [100%],E100000132009 [100%],,Rashmi Metaliks Ltd [5.0%]; Rashmi Cement Ltd [5.7%]; Orissa Metaliks Pvt Ltd [0.1%]; Cimmco Vinimay Pvt Ltd [16.6%]; Bholebaba Consultants LLP [5.8%]; Daffodil Plaza Pvt Ltd [5.7%]; Rashidhan Sales Pvt Ltd [5.2%]; Optimist Commosale Pvt Ltd [5.5%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Rashmi Iron Industries Pvt Ltd [9.1%]; small shareholder(s) [28.7%],E100000130890 [5.0%]; E100001012079 [5.7%]; E100001012161 [0.1%]; E100001012163 [16.6%]; E100001012164 [5.8%]; E100001012165 [5.7%]; E100001012166 [5.2%]; E100001012168 [5.5%]; E100001012169 [6.6%]; E100001012170 [6.0%]; E100001012171 [9.1%]; E100001015587 [28.7%],India,2.5,*,,,Underground & Surface,Mixed,-,60,Estimate,684,Estimate,Subbituminous,Thermal,,,,,-,,178,-,2023,,-,,Raniganj,Dubrajpur,Birbhum,West Bengal,Southern Asia,Asia,23.65972,87.36611,Approximate,,,,,,,,,,,3.4,0.00,0.9,1.5,0.2,0.1,356
M3886,,India,Mandla North Coal Mine,2023 Tranche,,,https://www.gem.wiki/Mandla_North_coal_mine,,Proposed,Construction,New,,Dalmia Cement Bharat Ltd [100%],E100000131527 [100%],,Dalmia Bharat Ltd [100.0%],E100001016464 [100.0%],India,1.2,*,,,Underground,,-,200,Exact,,,Subbituminous,Thermal,,,,,-,,195,-,2025,,40,,Pench Kanhan Valley,Parasia,Chhindwara,Madhya Pradesh,Southern Asia,Asia,22.22491,78.86691,Approximate,,,,,,,,,,,4.8,0.00,2.5,1.6,0.3,0.1,356
M3888,,India,Manoharpur Coal Mine,,,,https://www.gem.wiki/Manoharpur_coal_mine,,Operating,,New,,Odisha Power Generation Corp [100%],E100001000860 [100%],,Odisha Power Generation Corporation Ltd [100.0%],E100001000860 [100.0%],India,6,8.51,2023,,Surface,Open Pit,9.77,50,Estimate,705,Exact,Subbituminous,Thermal,,,,,188,,252,22,2019,,44,2019,Ib Valley,,Sundargarh,Odisha,Southern Asia,Asia,21.93111,83.74472,Exact,,,,,,,,,,,10.2,0.01,0.8,1.5,0.6,0.2,356
M3888,,India,Manoharpur Coal Mine,"Dip-Side of Manoharpur Coal Mine, Manoharpur Coal Mine Expansion",,,https://www.gem.wiki/Manoharpur_coal_mine,,Proposed,Permitted,Expansion,,Odisha Power Generation Corp [100%],E100001000860 [100%],,Odisha Power Generation Corporation Ltd [100.0%],E100001000860 [100.0%],India,5,*,,,Surface,Open Pit,8.7,50,Estimate,,,Subbituminous,Thermal,,,,,350,,-,,TBD,,-,,Ib Valley,,Sundargarh,Odisha,Southern Asia,Asia,21.94992,83.76205,Approximate,,,,,,,,,,,6,0.00,0.8,1.5,0.3,0.1,356
M3890,,India,Marki Mangli IV Coal Mine,Coal Auction 2022 (15 Tranche),,,https://www.gem.wiki/Marki_Mangli_IV_Coal_Mine,,Proposed,Pre-Permit,New,,Sobhagya Mercantile Ltd [100%],E100000132210 [100%],,Sobhagya Mercantile Ltd [100.0%],E100000132210 [100.0%],India,0.2,*,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,TBD,,-,,Wardha Valley,Jhari-Jamni,Yavatmal,Maharashtra,Southern Asia,Asia,19.80884,78.78775,Approximate,,,,,,,,,,,0.2,0.00,0.8,1.5,0,0,356
M3891,,India,Marwatola VI and VII Coal Mine,2023 Tranche,,,https://www.gem.wiki/Marwatola_VII_Coal_Mine,,Proposed,Permitted,New,,JSW Cement Limited [50%]; Rama Cement Industries Private Limited [50%],E100000132105 [50%]; E100001000531 [50%],,Rama Cement Industries Pvt Ltd [50.0%]; small shareholder(s) [4.75%]; Adarsh Advisory Services Pvt Ltd [45.25%],E100000132105 [50.0%]; E100001015587 [4.75%]; E100001016430 [45.25%],India,3,*,,,Surface,Open Pit,-,150,Exact,,,Subbituminous,Thermal,,,,,97.88,2024,189,-,TBD,,-,,Sohagpur,Raugarh,Shahdol,Madhya Pradesh,Southern Asia,Asia,23.30633,81.25901,Approximate,,,,,,,,,,,9,0.01,2,1.5,0.5,0.2,356
M3893,,India,Naini Coal Mine,,,,https://www.gem.wiki/Naini_coal_mine,,Proposed,Pre-Permit,New,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,6,*,,,Surface,Open Pit,9.12,210,Exact,,,Subbituminous,Thermal,,,,,341,,455,,2025,,38,,Talcher,Chhendipada,Angul,Odisha,Southern Asia,Asia,21.05583,84.88222,Approximate,,,,,,,,,,,23.4,0.02,2.6,1.5,1.3,0.5,356
M3894,,India,Namchik Namphuk Coal Mine,2023 Tranche,,,https://www.gem.wiki/Namchik_Namphuk_Coal_Mine,,Proposed,Permitted,New,,Coal Pulz Pvt Ltd [100%],E100000131501 [100%],,Coal Pulz Pvt Ltd [100.0%],E100000131501 [100.0%],India,0.2,*,,,Surface,Open Pit,-,50,Estimate,,,Lignite,Thermal,,,,,15,,-,,TBD,,-,,,,Changlang,Assam,Southern Asia,Asia,27.43876,95.99624,Exact,,,,,,,,,,,0.2,0.00,0.8,1.5,0,0,356
M3899,,India,North West of Madheri Coal Mine,2023 Tranche,,,https://www.gem.wiki/North_West_of_Madheri_Coal_Mine,,Proposed,Exploration,New,,MH Natural Resources Pvt Ltd [100%],E100000131853 [100%],,MH Natural Resources Pvt Ltd [100.0%],E100000131853 [100.0%],India,*,*,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,200,-,2028,,-,,Wardha Valley,Pipri,Chandrapur,Maharashtra,Southern Asia,Asia,20.34624,78.72464,Approximate,,,,,,,,,,,-,-,0.8,1.5,-,-,356
M3900,,India,Parbatpur Central Coal Mine,2023 Tranche,,,https://www.gem.wiki/Parbatpur_Central_Coal_Mine,,Proposed,Pre-Permit,New,,JSW Steel Ltd [100%],E100001000516 [100%],,JSW Steel Ltd [100.0%],E100001000516 [100.0%],India,1.2,*,,,Underground & Surface,Mixed,-,100,Exact,,,Subbituminous,Thermal,,,,,52,,236,,2024-2025,,-,,Jharia,,Bokaro,Jharkhand,Southern Asia,Asia,23.67845,86.34704,Approximate,,,,,,,,,,,2.7,0.00,1.4,1.6,0.1,0.1,356
M3901,,India,Patal East Coal Mine,2023 Tranche,,,https://www.gem.wiki/Patal_East_Coal_Mine,,Proposed,Pre-Permit,New,,RCR Steel Works Pvt Ltd [100%],E100000132097 [100%],,RCR Steel Works Pvt Ltd [100.0%],E100000132097 [100.0%],India,2,*,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,129,-,TBD,,-,,South Karanpura,Hendag,Ranchi,Jharkhand,Southern Asia,Asia,23.65937,85.15922,Approximate,,,,,,,,,,,2.4,0.00,0.8,1.5,0.1,0,356
